store_id,store_name,address,status,place_id_returned,elapsed_s,note
a941f009-d24e-4cff-b831-128b666c831a,쥬벅스,인천 남동구 서창동 703-2,collected,1280289689,40.0,
ea979831-409e-4cb1-8aae-b50340ddb030,부잣집시골솥뚜껑 굴포천본점,인천 부평구 삼산동 460-3 1층,place_not_found,,45.0,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
fd7c7d06-9332-45b7-9823-65d9be745711,별난곱창,인천 남동구 하촌서로 13  (만수동) 104호,place_not_found,,44.1,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
524dd0c6-881b-46ec-b37f-776f50f9c21c,불난그집,경기 안산시 단원구 대부북동 831-1,collected,38491217,37.9,
293fddc9-968a-45b1-93cb-d2df28aa292b,최고곱창,인천 연수구 연수동 631-3 1층,place_not_found,,45.4,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
fa4766fa-49b2-4874-bc05-5a1d84ca0dc8,대곶닭강정,경기 김포시 통진읍 담터로 5  (마송리),collected,1937409278,46.2,
2a3199e9-a94b-4227-bdeb-9c54911ca8bb,부산식당,인천 강화군 길상면 전등사로77번길 7-31 (온수리),collected,32325261,37.9,
29c125c7-2d46-4d5c-92e3-93fd4a846e61,하누야,경기 부천시 원미구 상동 537-8,collected,1970807999,37.7,
dbefb745-8e9d-44ce-b22e-37414f7d5baa,솔밭식당,인천 강화군 삼산면 매음리 산 529,collected,16567597,46.0,
4fc9f2ab-fe95-4ff8-8f06-84caf55ab10c,육혜장,경기 시흥시 미산동 282-2,collected,1032937626,44.8,
7d67488c-ff12-4fba-ad44-e40b551378db,더삼흥한식뷔페,경기 부천시 오정구 삼정동 36-1 지하1층 B07호,place_not_found,,45.3,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
fcb23518-e069-45de-9bc3-c52b2f5eff48,두루치기앤숯불장어,인천 미추홀구 학익동 689-1,collected,33296392,43.6,
3398fe2b-e218-48ad-a38c-fcb394109cf0,누이트,인천 부평구 부평동 155-27,collected,1080590964,39.9,
